# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Wed Nov 23 18:45:42 CET 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: HST/ACS HRC
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: SSP integrated magnitudes
#	Z	Age		mbol    F220W   F250W   F330W   F344N   F435W   F475W   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  F892N
	0.0080	1.41e+09	4.359	6.313	5.759	5.039	5.036	5.009	4.792	4.428	4.523	4.348	4.190	4.005	4.056	3.868	3.813	3.691	3.715
	0.0080	1.58e+09	4.274	6.592	5.950	5.145	5.143	5.088	4.835	4.412	4.523	4.317	4.136	3.927	3.982	3.763	3.697	3.552	3.576
	0.0080	1.78e+09	4.482	6.889	6.201	5.396	5.385	5.359	5.103	4.666	4.782	4.567	4.380	4.167	4.221	3.983	3.911	3.754	3.778
	0.0080	2.00e+09	4.556	7.184	6.412	5.547	5.535	5.509	5.235	4.772	4.895	4.668	4.471	4.250	4.305	4.051	3.975	3.808	3.833
	0.0080	2.24e+09	4.663	7.476	6.625	5.709	5.696	5.672	5.386	4.904	5.032	4.797	4.595	4.368	4.424	4.156	4.076	3.902	3.928
	0.0080	2.51e+09	4.760	7.767	6.835	5.865	5.852	5.821	5.522	5.022	5.154	4.911	4.703	4.471	4.527	4.250	4.166	3.986	4.013
	0.0080	2.82e+09	4.727	8.096	7.076	6.016	6.009	5.918	5.585	5.043	5.185	4.922	4.702	4.459	4.516	4.214	4.123	3.929	3.957
	0.0080	3.16e+09	4.859	8.332	7.269	6.176	6.169	6.071	5.733	5.184	5.328	5.063	4.841	4.597	4.654	4.346	4.254	4.057	4.085
	0.0080	3.55e+09	4.983	8.512	7.416	6.301	6.295	6.197	5.857	5.308	5.452	5.188	4.966	4.721	4.778	4.469	4.377	4.180	4.208
	0.0080	3.98e+09	5.078	8.734	7.588	6.438	6.432	6.323	5.975	5.416	5.562	5.294	5.069	4.822	4.879	4.564	4.470	4.269	4.298
	0.0080	4.47e+09	5.198	8.961	7.763	6.584	6.577	6.462	6.109	5.545	5.693	5.422	5.196	4.947	5.005	4.685	4.589	4.387	4.416
	0.0080	5.01e+09	5.354	9.193	7.943	6.736	6.727	6.618	6.263	5.700	5.847	5.576	5.351	5.102	5.159	4.839	4.744	4.540	4.570
	0.0080	5.62e+09	5.426	9.452	8.130	6.870	6.862	6.732	6.368	5.792	5.943	5.667	5.438	5.186	5.243	4.913	4.815	4.607	4.637
	0.0080	6.31e+09	5.517	9.722	8.323	7.005	6.997	6.849	6.476	5.891	6.044	5.764	5.533	5.279	5.336	5.003	4.903	4.692	4.723
	0.0080	7.08e+09	5.606	10.000	8.525	7.153	7.145	6.976	6.595	6.000	6.155	5.871	5.636	5.380	5.437	5.095	4.993	4.778	4.809
	0.0080	7.94e+09	5.698	10.281	8.726	7.298	7.291	7.100	6.710	6.106	6.264	5.975	5.737	5.478	5.535	5.188	5.084	4.865	4.897
	0.0080	8.91e+09	5.783	10.559	8.925	7.446	7.443	7.224	6.825	6.210	6.371	6.078	5.837	5.576	5.632	5.277	5.170	4.946	4.979
	0.0080	1.00e+10	5.882	10.832	9.121	7.600	7.604	7.353	6.947	6.324	6.487	6.189	5.947	5.683	5.740	5.378	5.270	5.042	5.076
	0.0080	1.12e+10	5.969	11.104	9.315	7.752	7.764	7.475	7.061	6.428	6.594	6.292	6.046	5.780	5.837	5.469	5.358	5.126	5.161
	0.0080	1.26e+10	6.046	11.374	9.503	7.899	7.919	7.588	7.166	6.524	6.692	6.386	6.138	5.869	5.927	5.550	5.437	5.201	5.237
